no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
071248802,237165_BKM,BLACK,M,5608348702706,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwea00018c/images/hi-res/252/54/237165_BK_1y.jpg?sw=1920,,,,,,Lining: 100%Cotton / Exterior: 100%Cow Leather,India,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071239784,239940_RDU,RED,U,5608348733472,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/necklaces/long-necklace-with-beads/239940.html?dwvar_239940_color=_RD,,,,,,"Body: 80%Acrylic, 10%Iron, 10%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071248818,240582_MMU,METALLIC MULTICOLOR,U,5608348741910,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw4d2569dd/images/hi-res/252/52/240582_MM_1yf.jpg?sw=1920,,,,,,"Body: 10%Thermoplastic Polyurethane, 90%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246033,50554524,245,S,4063548385370,BLUZË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548385363_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548385363_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548385363_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548385363_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548385363_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548385363_5.jpg,49% Cotton 38% Polyester 13% Polyamide, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071239797,234269_LLM,LILAC,M,5608348696104,Shall,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/scarves/pashmina-100-linen/234269.html?dwvar_234269_color=_LL,,,,,,Body: 100%Linen,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,306,Scarves,,
071239531,240931_DML,DARK MULTICOLOR,L,5608348748063,T-Bluzë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/tops-and-t-shirts/t-shirt-with-print-and-v-neck/240931.html?dwvar_240931_color=_DM,,,,,,"Body: 5%Elastane, 95%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071246069,50549514,421,34-32,4063548109167,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063548110897_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548110897_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548110897_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548110897_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548110897_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548110897_5.jpg,99% Cotton 1% Elastane, Egypt,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,MEDIUM BLUE,#0000CD
071239822,239869_HMU,HALFTONE MULTICOLOR,U,5608348732550,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/hoop-earrings-with-sphere/239869.html?dwvar_239869_color=_HM,,,,,,Body: 100%Resin,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244578,240082_HMU,HALFTONE MULTICOLOR,U,5608348735506,Zinxhirë çelësash,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/keychains/dog-keychain-charm/240082.html?dwvar_240082_color=_HM,,,,,,"Body: 20%Cow Leather, 10%Glass, 10%Iron, 20%Polyester, 40%Thermoplastic Polyurethane / Ring: 100%Iron",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071236416,50543390,247,42,4063547065921,XHAKETË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547065860_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547065860_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547065860_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547065860_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547065860_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547065860_5.jpg,100% Polyester, China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,,
071248962,2393771GDS,GOLD,S,5608348742092,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwac250341/images/hi-res/252/52/2393771GD_1yf.jpg?sw=1920,,,,,,"Body: 10%Thermoplastic Polyurethane, 90%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071246081,50544316,131,L,4063547965436,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547965900_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547965900_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547965900_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547965900_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547965900_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547965900_5.jpg,100% Cotton, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071246189,50549601,404,L,4063548250128,MAICË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548250180_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250180_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250180_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250180_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250180_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250180_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,DARK BLUE,#00008B
071236521,50544177,001,M,4063547117309,DUKS,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547117309_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547117309_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547117309_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547117309_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547117309_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547117309_5.jpg,50% Polyester 43% Cotton 7% Elastane, Peru,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,BLACK,#000000
071239588,222233_ECM,ECRU,M,5608348449786,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/crossbody-bags/crossbody-bag-with-double-closure/222233.html?dwvar_222233_color=_EC,,,,,,"Lining: 98%Polyester, 2%Polyurethane / Int Comp 1: 100%Polyester / Ext Comp 1: 100%Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071246212,50543312,294,32-34,4063547179369,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547179598_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547179598_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547179598_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547179598_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547179598_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547179598_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071248983,2395241NMM,NEUTRAL MULTICOLOR,M,5608348727327,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwdebe1007/images/hi-res/252/65/2395241NM_1yf.jpg?sw=1920,,,,,,Lining: 100%Polyamide / Ext Comp 1: 100%Polyester / Int Comp 1: 100%Polyester / Exterior: 100%Polyester,Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071246239,50543945,294,33-32,4063547263235,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071249020,239637_MMU,METALLIC MULTICOLOR,U,5608348728157,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw39e3c6c2/images/hi-res/252/52/239637_MM_1yf.jpg?sw=1920,,,,,,Body: 100%Zinc,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071236698,50547462,131,S,4063547400722,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547400722_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547400722_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547400722_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547400722_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547400722_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547400722_5.jpg,49% Cotton 38% Polyester 13% Polyamide, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071246241,50543945,294,34-32,4063547263280,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071249056,239376_SVU,SILVER,U,5608348724456,Gjerdan,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwd71eb5aa/images/hi-res/252/52/239376_SV_1y.jpg?sw=1920,,,,,,"Body: 60%Iron, 40%Thermoplastic Rubber",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,SILVER,#C0C0C0
071246248,50543945,294,38-34,4063547263464,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071242636,710881517068,NATURAL,M,3616854813764,PULOVER,7025,POLO RALPH,7025,POLO RALPH,https://modivo.it/p/polo-ralph-lauren-felpa-710881517098-verde-regular-fit-0000305624314,,,,,,66% COTTON 34% POLYESTER (RECYCLED),CN,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071236820,50545119,028,27-30,4063547148426,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547148532_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547148532_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547148532_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547148532_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547148532_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547148532_5.jpg,60% Cotton 40% Lyocell, Turkey,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,DARK GREY,#505050
071239628,238322_HMM,HALFTONE MULTICOLOR,M,5608348711289,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/wallets/card-holders/card-holder-with-printed-texture/238322.html?dwvar_238322_color=_HM,,,,,,"Lining: 40%Polyester, 55%Polyurethane, 5%Thermoplastic Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071246332,50541951,402,M,4063546764511,XHAKETË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547098639_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_5.jpg,48% Polyester 39% Virgin wool 11% Polyamide 2% Elastane, China,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,DARK BLUE,#00008B
071246333,50541951,402,XL,4063547098615,XHAKETË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547098639_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547098639_5.jpg,48% Polyester 39% Virgin wool 11% Polyamide 2% Elastane, China,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,DARK BLUE,#00008B
071246843,50551584,202,48,4063546910130,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548335450_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548335450_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548335450_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548335450_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548335450_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548335450_5.jpg,90% Wool (recycled) 10% Cashmere (recycled), Ukraine,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,DARK BROWN,#654321
071249067,240805_CAL,CAMEL,L,5608348745987,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwddbd4025/images/hi-res/252/54/240805_CA_1y.jpg?sw=1920,,,,,,"Lining: 95%Polyester, 5%Polyurethane / Exterior: 100%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071236926,50482241,001,115,4063536189638,RRIP,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063536189669_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063536189669_2.jpg,,,,,100% Cow hide leather, Italy,1,male,8,Adult,2,Fall/Winter,2025,3,Accessories,303,Belts,BLACK,#000000
071239673,237892_GDU,GOLD,U,5608348702607,Brosh,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/pins/flower-pin/237892.html?dwvar_237892_color=_GD,,,,,,"Body: 10%Iron, 90%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071249092,239098_WTU,WHITE,U,5608348721196,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dwe5b0bd86/images/hi-res/252/52/239098_WT_1yf.jpg?sw=1920,,,,,,"Body: 5%Copper, 10%Elastane, 50%Iron, 30%Resin, 5%Thermoplastic Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071236965,50490393,100,41,4063537469982,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063537470018_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063537470018_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063537470018_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063537470018_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063537470018_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063537470018_5.jpg,87% Polyamide (recycled) 13% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,BLACK,#000000
071245821,50520851,017,34-32,4063543483347,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543483439_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,92% Cotton 6% Elastomultiester 2% Elastane, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
071249094,239375_GDU,GOLD,U,5608348724449,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw8f22151c/images/hi-res/252/52/239375_GD_1yf.jpg?sw=1920,,,,,,"Body: 20%Thermoplastic Polyurethane, 80%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071245901,50549508,408,35-34,4063548106548,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063548106364_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_5.jpg,82% Cotton 16% Polyester 2% Elastane, Egypt,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,DARK BLUE,#00008B
071239754,239849_GDL,GOLD,L,5608348732185,Unazë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/rings/wide-ring-with-bars/239849.html?dwvar_239849_color=_GD,,,,,,Body: 100%Copper,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071237069,50548717,146,43,4063546925486,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063546798578_1.jpg,,,,,,Lining 100% Polyester Lining 85% Polyester 15% Polyurethane Sole 70% ethylene vinyl acetate 30% Rubb, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,2,Footwear,209,Sneakers,,
071246388,50545820,450,43,4063547344507,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547344484_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547344484_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,LIGHT/PASTEL BLUE,#B0E0E6
071246954,50502488,001,54,4063545147551,XHAKETË KOSTUMËSH,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063545147421_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063545147421_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063545147421_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063545147421_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063545147421_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063545147421_5.jpg,85% Polyamide 15% Elastane, Bulgaria,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,133,Suit Jacket,BLACK,#000000
071246012,50523917,245,L,4063547906040,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547906040_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071247065,50547739,001,XXL,4063548026419,XHAKETË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548026174_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548026174_5.jpg,100% Polyester, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,BLACK,#000000
071246502,50553957,450,43,4063548169369,KËMISHË,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063548169369_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548169369_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548169369_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548169369_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548169369_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548169369_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,LIGHT/PASTEL BLUE,#B0E0E6
071246521,50468262,245,L,4063548454328,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548454304_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548454304_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548454304_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548454304_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548454304_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548454304_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,,
071246014,50523917,245,XL,4063547906859,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547906040_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547906040_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071246606,50520415,001,85B,4063543139008,TË BRENDSHME  PËR FEMRA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543139008_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139008_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139008_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139008_4.jpg,,,53% Cotton 35% Modal 12% Elastane, Sri Lanka,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,122,Lingerie,BLACK,#000000
071246025,50543945,245,36-32,4063548082033,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548079231_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071246705,50553142,001,41,4063548377832,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548377832_1.jpg,,,,,,Lining 85% Polyester 15% Polyurethane Lining 60% Polyester 40% Polyurethane Sole 100% Rubber Upper m, China,1,male,8,Adult,2,Fall/Winter,2025,2,Footwear,209,Sneakers,BLACK,#000000
071247151,240653_PUS,PURPLE,S,5608348742641,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/handbags/nylon-bowling-bag/240653.html?dwvar_240653_color=_PU,,,,,,"Lining: 95%Polyester, 5%Polyurethane / Exterior: 100%Polyester",Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071246047,50554093,100,L,4063548400561,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548400592_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548400592_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548400592_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548400592_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548400592_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548400592_5.jpg,90% Cotton 10% Silk, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,BLACK,#000000
071246815,50546587,505,36,4063546890357,FUSTAN,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547929063_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929063_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929063_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547929063_4.jpg,,,97% Viscose 3% Elastane, Indonesia,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,119,Dresses,,
071242494,200654963193,RED,S,3616854037627,MAICE,7045,LAUREN,7045,LAUREN,"https://img.modivo.cloud/product(5/d/1/2/5d12597005908c3c1470e2394f08f8f101b0ee36_20_0000305522177_MG.jpeg,jpg)/lauren-ralph-lauren-bluse-200654963193-rot-slim-fit-0000305522177.jpg",,,,,,94% COTTON 6% ELASTANE,CN,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
